"source_archive","source_entry","candidate_category","format","size_bytes","rows","columns","condition","class_name","class_role","sampling_rate_hz","confidence","evidence"
"階段1.zip::階段1/csv.zip::csv/T1/11000rpm.zip","11000rpm/7screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","57914355","10000","600","T1/11000rpm","7screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/11000rpm.zip","11000rpm/7screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57429077","10000","600","T1/11000rpm","7screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/11000rpm.zip","11000rpm/7screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","52983619","10000","597","T1/11000rpm","7screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/11000rpm.zip","11000rpm/7screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","100543370","10000","577","T1/11000rpm","7screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/11000rpm.zip","11000rpm/8screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","57055374","10000","600","T1/11000rpm","8screws","known_healthy","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/11000rpm.zip","11000rpm/8screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","57830524","10000","600","T1/11000rpm","8screws","known_healthy","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/11000rpm.zip","11000rpm/8screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57585614","10000","600","T1/11000rpm","8screws","known_healthy","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/11000rpm.zip","11000rpm/8screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","52919848","10000","596","T1/11000rpm","8screws","known_healthy","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/11000rpm.zip","11000rpm/8screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","105248865","10000","600","T1/11000rpm","8screws","known_healthy","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/1screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","59363953","10000","600","T1/6000rpm","1screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/1screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","58019598","10000","600","T1/6000rpm","1screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/1screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57504687","10000","600","T1/6000rpm","1screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/1screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","53175624","10000","597","T1/6000rpm","1screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/1screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","109346073","10000","600","T1/6000rpm","1screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/2screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","58648248","10000","600","T1/6000rpm","2screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/2screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","58021386","10000","600","T1/6000rpm","2screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/2screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57467954","10000","600","T1/6000rpm","2screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/2screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","52906111","10000","596","T1/6000rpm","2screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/2screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","109294820","10000","600","T1/6000rpm","2screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/3screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","58406996","10000","600","T1/6000rpm","3screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/3screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","57754137","10000","600","T1/6000rpm","3screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/3screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57524457","10000","600","T1/6000rpm","3screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/3screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","52935624","10000","595","T1/6000rpm","3screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/3screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","109303619","10000","600","T1/6000rpm","3screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/3_14screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","59011328","10000","600","T1/6000rpm","3_14screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/3_14screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","57521878","10000","600","T1/6000rpm","3_14screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/3_14screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57014778","10000","600","T1/6000rpm","3_14screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/3_14screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","53023868","10000","598","T1/6000rpm","3_14screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/3_14screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","109310253","10000","600","T1/6000rpm","3_14screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/4screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","58518707","10000","600","T1/6000rpm","4screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/4screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","57778351","10000","600","T1/6000rpm","4screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/4screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57584976","10000","600","T1/6000rpm","4screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/4screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","53034936","10000","595","T1/6000rpm","4screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/4screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","109337620","10000","600","T1/6000rpm","4screws","known_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/4_146screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","60470824","10000","600","T1/6000rpm","4_146screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/4_146screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","58768636","10000","600","T1/6000rpm","4_146screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/4_146screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57583116","10000","600","T1/6000rpm","4_146screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/4_146screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","53011124","10000","596","T1/6000rpm","4_146screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/4_146screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","109547447","10000","600","T1/6000rpm","4_146screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/5screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","58644220","10000","600","T1/6000rpm","5screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/5screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","57794817","10000","600","T1/6000rpm","5screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/5screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57716466","10000","600","T1/6000rpm","5screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/5screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","52894405","10000","595","T1/6000rpm","5screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/5screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","108714980","10000","598","T1/6000rpm","5screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/6screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","59168603","10000","600","T1/6000rpm","6screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/6screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","57975890","10000","600","T1/6000rpm","6screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/6screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57750019","10000","600","T1/6000rpm","6screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/6screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","53176223","10000","597","T1/6000rpm","6screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/6screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","108747904","10000","597","T1/6000rpm","6screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/7screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","59613395","10000","600","T1/6000rpm","7screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/7screws/T1_Acceleration_Y_data.csv","A_FORMAL_RAW","CSV","58216584","10000","600","T1/6000rpm","7screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/7screws/T1_Acceleration_Z_data.csv","A_FORMAL_RAW","CSV","57786821","10000","600","T1/6000rpm","7screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/7screws/T1_Current_data.csv","A_FORMAL_RAW","CSV","53009646","10000","596","T1/6000rpm","7screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/7screws/T1_Delta_T_data.csv","A_FORMAL_RAW","CSV","109323282","10000","600","T1/6000rpm","7screws","unknown_fault","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
"階段1.zip::階段1/csv.zip::csv/T1/6000rpm.zip","6000rpm/8screws/T1_Acceleration_X_data.csv","A_FORMAL_RAW","CSV","60309668","10000","600","T1/6000rpm","8screws","known_healthy","10000","High","nine condition archives; ten screw configurations x five channels; preprocessing scripts state Fs=10000"
